station,day,max_temp_f,min_temp_f,min_feel,max_feel,avg_feel,climo_high_f,climo_low_f,Month,Year,Day,MonthDay
BOS,1948-03-12,31,14,-0.9074847,26.42507,12.67343,44.2,29.9,03,1948,12,03-12
BOS,1948-03-13,33,15,-0.64746064,24.856743,12.788021,44.5,30.2,03,1948,13,03-13
BOS,1948-03-14,38,18,6.056016,28.835579,19.826622,44.7,30.4,03,1948,14,03-14
BOS,1948-03-15,53,32,22.001665,53.06,37.189407,45,30.7,03,1948,15,03-15
BOS,1948-03-16,58,47,40.62215,57.92,50.99514,45.2,30.9,03,1948,16,03-16
BOS,1948-03-17,54,37,29.288277,53.96,43.586662,45.5,31.2,03,1948,17,03-17
BOS,1948-03-18,46,32,22.001665,42.439648,31.60117,45.8,31.5,03,1948,18,03-18
BOS,1948-03-19,50,36,27.933949,42.711304,36.656124,46.1,31.7,03,1948,19,03-19
BOS,1948-03-20,62,50,46.719666,62.06,56.335625,46.4,32,03,1948,20,03-20
BOS,1948-03-21,66,42,40.717873,66.02,53.88745,46.7,32.3,03,1948,21,03-21
BOS,1948-03-22,71,40,31.371107,71.06,58.489815,47,32.6,03,1948,22,03-22
BOS,1948-03-23,41,37,28.02527,34.254147,30.25663,47.3,32.8,03,1948,23,03-23
BOS,1948-03-24,66,36,28.02527,66.02,42.917755,47.6,33.1,03,1948,24,03-24
BOS,1948-03-25,49,32,18.578373,45.40323,32.371773,48,33.4,03,1948,25,03-25
BOS,1948-03-26,55,35,27.933949,55.04,42.197952,48.3,33.7,03,1948,26,03-26
BOS,1948-03-27,61,53,53.06,60.98,57.15304,48.7,34,03,1948,27,03-27
BOS,1948-03-28,56,31,19.010586,55.94,33.045536,49,34.4,03,1948,28,03-28
BOS,1948-03-29,42,28,16.961653,37.94,25.99069,49.4,34.7,03,1948,29,03-29
BOS,1948-03-30,59,33,21.825943,59,41.340305,49.8,35,03,1948,30,03-30
BOS,1948-03-31,67,41,35.749367,66.92,49.469963,50.2,35.3,03,1948,31,03-31
BOS,1948-04-01,59,53,53.06,59,55.486088,50.5,35.7,04,1948,01,04-01
BOS,1948-04-02,57,40,29.183664,57.02,47.70002,50.9,36,04,1948,02,04-02
BOS,1948-04-03,44,34,22.99901,35.38538,28.707914,51.3,36.3,04,1948,03,04-03
BOS,1948-04-04,56,31,18.578373,55.94,37.868668,51.7,36.7,04,1948,04,04-04
BOS,1948-04-05,71,45,41.78672,69.98,56.411266,52.1,37,04,1948,05,04-05
BOS,1948-04-06,72,46,43.06934,71.96,55.21001,52.6,37.4,04,1948,06,04-06
BOS,1948-04-07,51,41,35.608475,51.08,40.368874,53,37.8,04,1948,07,04-07
BOS,1948-04-08,52,41,34.254147,51.98,40.9319,53.4,38.1,04,1948,08,04-08
BOS,1948-04-09,52,36,25.262999,51.98,40.055035,53.8,38.5,04,1948,09,04-09
BOS,1948-04-10,47,30,16.21224,38.58381,28.098866,54.2,38.8,04,1948,10,04-10
BOS,1948-04-11,51,32,25.443514,51.08,33.45618,54.6,39.2,04,1948,11,04-11
BOS,1948-04-12,64,51,51.08,64.04,57.888695,55.1,39.6,04,1948,12,04-12
BOS,1948-04-13,54,46,40.574345,53.96,44.894558,55.5,39.9,04,1948,13,04-13
BOS,1948-04-14,46,37,25.088646,44.96,31.08713,55.9,40.3,04,1948,14,04-14
BOS,1948-04-15,51,36,26.641655,51.08,37.312237,56.3,40.7,04,1948,15,04-15
BOS,1948-04-16,55,38,37.083782,55.04,44.78488,56.7,41,04,1948,16,04-16
BOS,1948-04-17,48,36,25.242958,43.05728,33.11631,57.1,41.4,04,1948,17,04-17
BOS,1948-04-18,48,32,24.521671,42.39081,34.29167,57.5,41.8,04,1948,18,04-18
BOS,1948-04-19,57,36,27.313715,57.02,41.746647,57.9,42.1,04,1948,19,04-19
BOS,1948-04-20,66,45,37.310413,66.02,54.994267,58.3,42.5,04,1948,20,04-20
BOS,1948-04-21,68,41,34.937824,68,46.818745,58.7,42.8,04,1948,21,04-21
BOS,1948-04-22,54,39,33.3359,53.96,44.417446,59.1,43.2,04,1948,22,04-22
BOS,1948-04-23,57,42,37.0658,57.02,44.201958,59.5,43.5,04,1948,23,04-23
BOS,1948-04-24,73,45,41.13893,71.0793,58.24679,59.8,43.8,04,1948,24,04-24
BOS,1948-04-25,56,42,35.608475,55.94,45.89741,60.2,44.2,04,1948,25,04-25
BOS,1948-04-26,53,40,36.737083,53.06,41.191387,60.6,44.5,04,1948,26,04-26
BOS,1948-04-27,47,35,26.805342,40.7084,35.981895,60.9,44.8,04,1948,27,04-27
BOS,1948-04-28,48,41,37.0658,42.711304,39.327206,61.2,45.2,04,1948,28,04-28
BOS,1948-04-29,54,40,33.361835,53.96,43.816975,61.6,45.5,04,1948,29,04-29
BOS,1948-04-30,60,45,40.576298,60.08,50.030056,61.9,45.8,04,1948,30,04-30
BOS,1948-05-01,60,43,35.87443,60.08,48.19146,62.2,46.1,05,1948,01,05-01
BOS,1948-05-02,70,44,40.574345,69.98,52.6804,62.5,46.4,05,1948,02,05-02
BOS,1948-05-03,58,46,41.892735,57.92,49.23461,62.8,46.7,05,1948,03,05-03
BOS,1948-05-04,69,47,42.989765,69.08,55.106792,63.1,47,05,1948,04,05-04
BOS,1948-05-05,55,47,39.89116,55.04,46.492004,63.4,47.3,05,1948,05,05-05
BOS,1948-05-06,54,44,34.72734,53.96,45.241894,63.7,47.5,05,1948,06,05-06
BOS,1948-05-07,48,44,36.707535,42.51659,39.408234,64,47.8,05,1948,07,05-07
BOS,1948-05-08,56,46,39.55539,55.94,47.597904,64.3,48.1,05,1948,08,05-08
BOS,1948-05-09,71,48,40.62215,69.98,55.692272,64.6,48.4,05,1948,09,05-09
BOS,1948-05-10,83,52,51.98,81.5954,62.408497,64.9,48.7,05,1948,10,05-10
BOS,1948-05-11,61,49,46.719666,60.98,54.812263,65.1,48.9,05,1948,11,05-11
BOS,1948-05-12,72,52,51.98,71.96,57.262608,65.4,49.2,05,1948,12,05-12
BOS,1948-05-13,55,47,40.14809,55.04,47.29707,65.7,49.5,05,1948,13,05-13
BOS,1948-05-14,48,42,32.297035,41.811943,36.479134,65.9,49.7,05,1948,14,05-14
BOS,1948-05-15,55,44,38.718094,55.04,48.607876,66.2,50,05,1948,15,05-15
BOS,1948-05-16,62,48,44.628643,62.06,53.082317,66.5,50.3,05,1948,16,05-16
BOS,1948-05-17,62,50,42.68131,62.06,54.65534,66.7,50.5,05,1948,17,05-17
BOS,1948-05-18,68,52,51.98,68,57.16087,67,50.8,05,1948,18,05-18
BOS,1948-05-19,63,45,38.23063,62.96,51.06746,67.3,51.1,05,1948,19,05-19
BOS,1948-05-20,47,42,35.204765,46.04,41.79713,67.6,51.4,05,1948,20,05-20
BOS,1948-05-21,50,44,39.220016,48.031193,42.420723,67.8,51.6,05,1948,21,05-21
BOS,1948-05-22,59,44,37.018764,59,48.195816,68.1,51.9,05,1948,22,05-22
BOS,1948-05-23,69,50,45.540215,69.08,59.826355,68.4,52.2,05,1948,23,05-23
BOS,1948-05-24,64,52,51.98,64.04,58.765217,68.7,52.5,05,1948,24,05-24
BOS,1948-05-25,57,50,46.28597,57.02,53.485477,69,52.8,05,1948,25,05-25
BOS,1948-05-26,55,50,46.719666,55.04,52.049255,69.3,53.1,05,1948,26,05-26
BOS,1948-05-27,63,52,51.98,62.96,57.192173,69.6,53.4,05,1948,27,05-27
BOS,1948-05-28,71,57,57.02,71.06,61.966087,69.9,53.7,05,1948,28,05-28
BOS,1948-05-29,73,57,57.02,73.04,63.468697,70.2,54,05,1948,29,05-29
BOS,1948-05-30,63,57,57.02,62.96,59.829567,70.6,54.3,05,1948,30,05-30
BOS,1948-05-31,58,56,55.94,57.92,57.342106,70.9,54.6,05,1948,31,05-31
BOS,1948-06-01,64,54,53.96,64.04,58.405216,71.2,54.9,06,1948,01,06-01
BOS,1948-06-02,70,53,53.06,69.98,60.604347,71.6,55.2,06,1948,02,06-02
BOS,1948-06-03,66,55,55.04,66.02,59.51652,71.9,55.6,06,1948,03,06-03
BOS,1948-06-04,80,56,55.94,80.06,66.12862,72.2,55.9,06,1948,04,06-04
BOS,1948-06-05,64,55,55.04,64.04,59.571304,72.6,56.2,06,1948,05,06-05
BOS,1948-06-06,73,50,44.364147,71.4119,60.985218,72.9,56.6,06,1948,06,06-06
BOS,1948-06-07,63,56,55.94,62.96,57.849564,73.3,56.9,06,1948,07,06-07
BOS,1948-06-08,59,50,45.21348,59,54.800587,73.7,57.2,06,1948,08,06-08
BOS,1948-06-09,52,48,42.39081,51.98,46.562134,74,57.6,06,1948,09,06-09
BOS,1948-06-10,59,49,46.28597,59,52.879288,74.4,57.9,06,1948,10,06-10
BOS,1948-06-11,58,53,53.06,57.92,55.00087,74.7,58.3,06,1948,11,06-11
BOS,1948-06-12,57,52,51.98,57.02,53.873913,75.1,58.6,06,1948,12,06-12
BOS,1948-06-13,53,51,51.08,53.06,51.81565,75.5,59,06,1948,13,06-13
BOS,1948-06-14,77,52,51.98,75.9695,65.24367,75.8,59.3,06,1948,14,06-14
BOS,1948-06-15,77,58,57.92,77,67.07652,76.2,59.6,06,1948,15,06-15
BOS,1948-06-16,72,60,60.08,70.6396,65.44821,76.5,60,06,1948,16,06-16
BOS,1948-06-17,77,57,57.02,75.9695,66.02026,76.9,60.3,06,1948,17,06-17
BOS,1948-06-18,76,55,55.04,74.8951,66.07234,77.2,60.6,06,1948,18,06-18
BOS,1948-06-19,62,55,55.04,62.06,59.532173,77.6,61,06,1948,19,06-19
BOS,1948-06-20,80,55,55.04,80.06,66.141624,77.9,61.3,06,1948,20,06-20
BOS,1948-06-21,81,59,59,80.96,70.49454,78.2,61.6,06,1948,21,06-21
BOS,1948-06-22,76,59,59,75.92,64.78348,78.5,61.9,06,1948,22,06-22
BOS,1948-06-23,65,55,55.04,64.94,58.34261,78.8,62.2,06,1948,23,06-23
BOS,1948-06-24,88,54,53.96,94.726944,71.620636,79.1,62.5,06,1948,24,06-24
BOS,1948-06-25,88,71,71.06,87.98,79.851494,79.4,62.8,06,1948,25,06-25
BOS,1948-06-26,73,62,62.06,73.04,67.663475,79.7,63.1,06,1948,26,06-26
BOS,1948-06-27,71,59,59,71.06,65.05739,79.9,63.3,06,1948,27,06-27
BOS,1948-06-28,82,62,62.06,84.966064,69.197716,80.2,63.6,06,1948,28,06-28
BOS,1948-06-29,80,61,60.98,83.22323,69.327255,80.4,63.8,06,1948,29,06-29
BOS,1948-06-30,92,70,69.98,100.66021,86.142624,80.6,64.1,06,1948,30,06-30
BOS,1948-07-01,78,70,69.98,78.08,74.02672,80.8,64.3,07,1948,01,07-01
BOS,1948-07-02,82,64,64.04,82.04,72.959755,81,64.5,07,1948,02,07-02
BOS,1948-07-03,81,63,62.96,81.17662,73.22707,81.2,64.7,07,1948,03,07-03
BOS,1948-07-04,83,66,66.02,82.88803,72.69904,81.4,64.9,07,1948,04,07-04
BOS,1948-07-05,73,63,62.96,73.04,67.6713,81.5,65.1,07,1948,05,07-05
BOS,1948-07-06,80,57,57.02,82.64958,66.047356,81.7,65.3,07,1948,06,07-06
BOS,1948-07-07,70,54,53.96,69.98,62.623478,81.8,65.4,07,1948,07,07-07
BOS,1948-07-08,85,60,60.08,82.1459,72.85474,81.9,65.6,07,1948,08,07-08
BOS,1948-07-09,84,64,64.04,82.2429,74.29608,82.1,65.7,07,1948,09,07-09
BOS,1948-07-10,88,68,68,87.98,78.46848,82.1,65.8,07,1948,10,07-10
BOS,1948-07-11,93,71,71.06,93.5781,82.208786,82.2,65.9,07,1948,11,07-11
BOS,1948-07-12,95,73,73.04,97.06283,85.65388,82.3,66,07,1948,12,07-12
BOS,1948-07-13,85,72,73.1168,90.15195,78.68292,82.4,66.1,07,1948,13,07-13
BOS,1948-07-14,75,67,66.92,75.02,69.85027,82.4,66.2,07,1948,14,07-14
BOS,1948-07-15,76,62,62.06,75.92,69.23761,82.4,66.3,07,1948,15,07-15
BOS,1948-07-16,82,62,62.06,82.431694,72.066826,82.5,66.4,07,1948,16,07-16
BOS,1948-07-17,80,64,64.04,80.55664,72.49159,82.5,66.4,07,1948,17,07-17
BOS,1948-07-18,89,68,68,93.64356,81.27947,82.5,66.5,07,1948,18,07-18
BOS,1948-07-19,83,71,71.06,83.192894,77.89153,82.5,66.5,07,1948,19,07-19
BOS,1948-07-20,83,68,68,82.94,75.831055,82.5,66.5,07,1948,20,07-20
BOS,1948-07-21,87,70,69.98,91.346115,80.71263,82.5,66.5,07,1948,21,07-21
BOS,1948-07-22,76,63,62.96,75.92,69.94604,82.5,66.6,07,1948,22,07-22
BOS,1948-07-23,74,59,59,73.94,66.85739,82.4,66.6,07,1948,23,07-23
BOS,1948-07-24,80,58,57.92,81.06918,69.3029,82.4,66.6,07,1948,24,07-24
BOS,1948-07-25,80,64,64.04,80.27005,72.73411,82.4,66.6,07,1948,25,07-25
BOS,1948-07-26,84,65,64.94,83.493355,74.77809,82.3,66.6,07,1948,26,07-26
BOS,1948-07-27,83,68,68,87.59734,75.70609,82.3,66.5,07,1948,27,07-27
BOS,1948-07-28,87,70,69.98,91.346115,78.87446,82.2,66.5,07,1948,28,07-28
BOS,1948-07-29,87,68,68,86.8039,78.376434,82.2,66.5,07,1948,29,07-29
BOS,1948-07-30,88,70,69.98,87.126,79.37899,82.1,66.5,07,1948,30,07-30
BOS,1948-07-31,88,75,76.3347,86.8039,82.782036,82,66.4,07,1948,31,07-31
BOS,1948-08-01,80,69,69.08,81.1383,75.083664,82,66.4,08,1948,01,08-01
BOS,1948-08-02,87,68,68,88.41602,76.7719,81.9,66.4,08,1948,02,08-02
BOS,1948-08-03,80,66,66.02,80.42231,72.76619,81.8,66.3,08,1948,03,08-03
BOS,1948-08-04,78,65,64.94,78.08,69.792175,81.8,66.3,08,1948,04,08-04
BOS,1948-08-05,75,64,64.04,75.02,68.31304,81.7,66.2,08,1948,05,08-05
BOS,1948-08-06,77,63,62.96,77,66.55218,81.6,66.2,08,1948,06,08-06
BOS,1948-08-07,75,59,59,75.02,67.01277,81.5,66.1,08,1948,07,08-07
BOS,1948-08-08,79,59,59,78.98,69.44964,81.4,66,08,1948,08,08-08
BOS,1948-08-09,78,62,62.06,78.08,69.471306,81.4,66,08,1948,09,08-09
BOS,1948-08-10,79,60,60.08,78.98,69.432175,81.3,65.9,08,1948,10,08-10
BOS,1948-08-11,82,61,60.98,80.96,70.9728,81.2,65.8,08,1948,11,08-11
BOS,1948-08-12,75,64,64.04,75.02,69.62,81.1,65.7,08,1948,12,08-12
BOS,1948-08-13,77,67,66.92,77,71.08348,81,65.6,08,1948,13,08-13
BOS,1948-08-14,80,64,64.04,80.55664,70.541595,80.9,65.5,08,1948,14,08-14
BOS,1948-08-15,87,63,62.96,84.2519,73.7076,80.7,65.4,08,1948,15,08-15
BOS,1948-08-16,79,65,64.94,78.98,71.64696,80.6,65.3,08,1948,16,08-16
BOS,1948-08-17,76,62,62.06,75.92,67.984344,80.5,65.2,08,1948,17,08-17
BOS,1948-08-18,71,61,60.98,71.06,65.40957,80.4,65.1,08,1948,18,08-18
BOS,1948-08-19,72,60,60.08,71.96,65.96522,80.2,65,08,1948,19,08-19
BOS,1948-08-20,77,64,64.04,77,70.12869,80.1,64.9,08,1948,20,08-20
BOS,1948-08-21,81,65,64.94,82.515396,73.351006,79.9,64.7,08,1948,21,08-21
BOS,1948-08-22,83,65,64.94,84.367836,73.257484,79.8,64.6,08,1948,22,08-22
BOS,1948-08-23,80,67,66.92,81.27277,71.26925,79.6,64.4,08,1948,23,08-23
BOS,1948-08-24,88,67,66.92,89.434074,76.84135,79.4,64.3,08,1948,24,08-24
BOS,1948-08-25,94,72,71.96,101.2331,87.02113,79.3,64.1,08,1948,25,08-25
BOS,1948-08-26,97,77,77,105.065865,90.99517,79.1,63.9,08,1948,26,08-26
BOS,1948-08-27,100,77,77,105.103,92.39884,78.9,63.7,08,1948,27,08-27
BOS,1948-08-28,97,79,81.5195,103.16028,92.88922,78.7,63.5,08,1948,28,08-28
BOS,1948-08-29,92,79,80.6766,92.995,87.5506,78.5,63.3,08,1948,29,08-29
BOS,1948-08-30,77,65,64.94,77,70.76261,78.2,63.1,08,1948,30,08-30
BOS,1948-08-31,70,64,64.04,69.98,65.71684,78,62.9,08,1948,31,08-31
BOS,1948-09-01,75,53,53.06,73.6632,63.72889,77.8,62.7,09,1948,01,09-01
BOS,1948-09-02,75,58,57.92,75.02,65.695694,77.5,62.4,09,1948,02,09-02
BOS,1948-09-03,77,61,60.98,77,68.69652,77.2,62.2,09,1948,03,09-03
BOS,1948-09-04,77,62,62.06,77,68.82174,77,61.9,09,1948,04,09-04
BOS,1948-09-05,80,63,62.96,81.45238,71.06211,76.7,61.7,09,1948,05,09-05
BOS,1948-09-06,85,66,66.02,85.49824,75.563515,76.4,61.4,09,1948,06,09-06
BOS,1948-09-07,86,67,66.92,84.9253,75.30251,76.1,61.1,09,1948,07,09-07
BOS,1948-09-08,76,62,62.06,75.92,67.64,75.8,60.8,09,1948,08,09-08
BOS,1948-09-09,79,57,57.02,78.98,68.639725,75.5,60.5,09,1948,09,09-09
BOS,1948-09-10,78,65,64.94,78.08,70.55306,75.2,60.2,09,1948,10,09-10
BOS,1948-09-11,76,61,60.98,75.92,67.21765,74.8,59.9,09,1948,11,09-11
BOS,1948-09-12,85,61,60.98,83.582,71.961395,74.5,59.6,09,1948,12,09-12
BOS,1948-09-13,90,65,64.94,89.96,76.54185,74.2,59.2,09,1948,13,09-13
BOS,1948-09-14,75,61,60.98,73.7139,69.33953,73.8,58.9,09,1948,14,09-14
BOS,1948-09-15,69,54,53.96,69.08,60.604347,73.5,58.6,09,1948,15,09-15
BOS,1948-09-16,64,48,43.05728,64.04,55.137943,73.1,58.2,09,1948,16,09-16
BOS,1948-09-17,67,46,42.439648,66.92,57.11802,72.7,57.9,09,1948,17,09-17
BOS,1948-09-18,88,62,62.06,87.98,71.35943,72.4,57.5,09,1948,18,09-18
BOS,1948-09-19,68,61,60.98,68,65.12782,72,57.1,09,1948,19,09-19
BOS,1948-09-20,72,60,60.08,72.0989,65.360825,71.6,56.8,09,1948,20,09-20
BOS,1948-09-21,67,52,51.98,66.92,59.305218,71.2,56.4,09,1948,21,09-21
BOS,1948-09-22,68,45,38.171776,68,53.96002,70.9,56,09,1948,22,09-22
BOS,1948-09-23,63,49,44.9556,62.96,54.74715,70.5,55.7,09,1948,23,09-23
BOS,1948-09-24,59,50,43.879585,59,52.890186,70.1,55.3,09,1948,24,09-24
BOS,1948-09-25,66,47,43.52358,66.02,56.248352,69.7,54.9,09,1948,25,09-25
BOS,1948-09-26,69,48,44.824295,69.08,59.12344,69.3,54.6,09,1948,26,09-26
BOS,1948-09-27,73,50,48.439743,71.8357,62.118042,69,54.2,09,1948,27,09-27
BOS,1948-09-28,76,57,57.02,74.8951,66.04642,68.6,53.8,09,1948,28,09-28
BOS,1948-09-29,72,58,57.92,71.96,63.437393,68.2,53.4,09,1948,29,09-29
BOS,1948-09-30,78,58,57.92,78.08,68.38,67.8,53.1,09,1948,30,09-30
BOS,1948-10-01,77,62,62.06,77,66.2,67.4,52.7,10,1948,01,10-01
BOS,1948-10-02,78,58,57.92,78.08,66.473915,67.1,52.3,10,1948,02,10-02
BOS,1948-10-03,61,46,40.574345,60.98,52.979904,66.7,52,10,1948,03,10-03
BOS,1948-10-04,56,40,33.361835,55.94,46.10103,66.3,51.6,10,1948,04,10-04
BOS,1948-10-05,58,43,38.16283,57.92,49.629494,66,51.2,10,1948,05,10-05
BOS,1948-10-06,62,50,45.540215,62.06,55.433052,65.6,50.9,10,1948,06,10-06
BOS,1948-10-07,62,50,45.895653,62.06,55.24007,65.2,50.5,10,1948,07,10-07
BOS,1948-10-08,65,51,51.08,64.94,57.88087,64.9,50.1,10,1948,08,10-08
BOS,1948-10-09,68,54,53.96,68,61.34,64.5,49.8,10,1948,09,10-09
BOS,1948-10-10,70,51,51.08,69.98,60.886086,64.1,49.4,10,1948,10,10-10
BOS,1948-10-11,70,57,57.02,69.98,62.991302,63.8,49.1,10,1948,11,10-11
BOS,1948-10-12,72,60,60.08,71.96,63.891304,63.4,48.8,10,1948,12,10-12
BOS,1948-10-13,65,53,53.06,64.94,58.225216,63.1,48.4,10,1948,13,10-13
BOS,1948-10-14,58,50,49.26583,57.92,54.295906,62.7,48.1,10,1948,14,10-14
BOS,1948-10-15,63,50,44.628643,62.96,52.61694,62.4,47.7,10,1948,15,10-15
BOS,1948-10-16,65,42,37.670353,64.94,52.656418,62,47.4,10,1948,16,10-16
BOS,1948-10-17,72,54,53.96,71.96,62.224346,61.7,47.1,10,1948,17,10-17
BOS,1948-10-18,63,36,27.933949,62.96,38.247128,61.4,46.7,10,1948,18,10-18
BOS,1948-10-19,50,33,24.856743,47.772274,36.34408,61,46.4,10,1948,19,10-19
BOS,1948-10-20,51,40,33.098522,51.08,43.240017,60.7,46.1,10,1948,20,10-20
BOS,1948-10-21,48,39,30.561895,44.3062,36.838898,60.3,45.8,10,1948,21,10-21
BOS,1948-10-22,52,34,27.19253,51.98,38.168407,60,45.5,10,1948,22,10-22
BOS,1948-10-23,52,38,33.98499,51.98,45.68501,59.7,45.1,10,1948,23,10-23
BOS,1948-10-24,50,45,36.352276,44.364147,40.138763,59.3,44.8,10,1948,24,10-24
BOS,1948-10-25,49,45,36.575558,41.235134,38.079666,59,44.5,10,1948,25,10-25
BOS,1948-10-26,58,45,35.932487,57.92,47.306934,58.6,44.2,10,1948,26,10-26
BOS,1948-10-27,62,45,40.574345,62.06,49.49512,58.3,43.9,10,1948,27,10-27
BOS,1948-10-28,62,41,36.369637,62.06,49.12104,58,43.6,10,1948,28,10-28
BOS,1948-10-29,57,46,41.892735,57.02,49.127296,57.6,43.3,10,1948,29,10-29
BOS,1948-10-30,61,42,36.529926,60.98,49.524494,57.3,42.9,10,1948,30,10-30
BOS,1948-10-31,73,48,42.092014,70.9995,56.065334,56.9,42.6,10,1948,31,10-31
BOS,1948-11-01,52,44,37.350796,51.98,43.257816,56.6,42.3,11,1948,01,11-01
BOS,1948-11-02,51,36,31.098228,51.08,40.340324,56.3,42,11,1948,02,11-02
BOS,1948-11-03,53,37,32.380848,53.06,44.530083,55.9,41.7,11,1948,03,11-03
BOS,1948-11-04,64,54,53.96,64.04,60.095654,55.6,41.4,11,1948,04,11-04
BOS,1948-11-05,72,59,59,71.96,62.952175,55.2,41.1,11,1948,05,11-05
BOS,1948-11-06,73,58,57.92,73.04,65.94174,54.9,40.8,11,1948,06,11-06
BOS,1948-11-07,68,52,51.98,68,61.449566,54.5,40.5,11,1948,07,11-07
BOS,1948-11-08,61,46,41.892735,60.98,51.61806,54.2,40.2,11,1948,08,11-08
BOS,1948-11-09,63,45,41.13893,62.96,53.652622,53.8,39.9,11,1948,09,11-09
BOS,1948-11-10,71,53,53.06,71.06,65.48782,53.5,39.6,11,1948,10,11-10
BOS,1948-11-11,55,45,37.310413,55.04,46.496655,53.1,39.3,11,1948,11,11-11
BOS,1948-11-12,54,42,39.191124,53.96,47.41617,52.8,38.9,11,1948,12,11-12
BOS,1948-11-13,55,46,37.00066,55.04,47.439793,52.4,38.6,11,1948,13,11-13
BOS,1948-11-14,51,40,31.047352,51.08,39.733116,52.1,38.3,11,1948,14,11-14
BOS,1948-11-15,50,40,35.801167,48.439743,43.48415,51.7,38,11,1948,15,11-15
BOS,1948-11-16,49,40,32.89982,47.00233,38.308887,51.4,37.7,11,1948,16,11-16
BOS,1948-11-17,55,43,36.342117,55.04,46.42038,51,37.4,11,1948,17,11-17
BOS,1948-11-18,59,44,38.09141,59,49.832245,50.7,37.1,11,1948,18,11-18
BOS,1948-11-19,56,41,38.9772,55.94,49.0039,50.4,36.8,11,1948,19,11-19
BOS,1948-11-20,67,42,36.737083,66.92,45.49416,50,36.5,11,1948,20,11-20
BOS,1948-11-21,53,41,35.749367,53.06,43.574356,49.7,36.2,11,1948,21,11-21
BOS,1948-11-22,49,42,38.09141,46.127586,41.542336,49.3,35.9,11,1948,22,11-22
BOS,1948-11-23,46,44,39.479267,43.815434,41.85015,49,35.6,11,1948,23,11-23
BOS,1948-11-24,49,44,38.09141,47.00233,42.860622,48.7,35.3,11,1948,24,11-24
BOS,1948-11-25,47,43,35.635147,42.554256,38.896233,48.3,35,11,1948,25,11-25
BOS,1948-11-26,50,41,35.199554,48.031193,41.265194,48,34.7,11,1948,26,11-26
BOS,1948-11-27,57,44,38.09141,57.02,46.713844,47.7,34.4,11,1948,27,11-27
BOS,1948-11-28,49,42,34.15533,43.536266,38.729927,47.4,34.1,11,1948,28,11-28
BOS,1948-11-29,42,30,19.964216,35.749367,25.600502,47,33.9,11,1948,29,11-29
BOS,1948-11-30,41,28,18.002209,38.9772,27.162039,46.7,33.6,11,1948,30,11-30
BOS,1948-12-01,46,34,28.746761,41.892735,35.36262,46.4,33.3,12,1948,01,12-01
BOS,1948-12-02,46,35,26.333399,43.06934,33.00361,46.1,33,12,1948,02,12-02
BOS,1948-12-03,49,40,31.371107,45.420807,40.580006,45.8,32.7,12,1948,03,12-03
BOS,1948-12-04,47,38,30.416883,42.51659,37.301434,45.5,32.4,12,1948,04,12-04
BOS,1948-12-05,50,36,30.922432,44.364147,38.179085,45.2,32.1,12,1948,05,12-05
BOS,1948-12-06,57,45,37.05348,57.02,46.297356,44.9,31.9,12,1948,06,12-06
BOS,1948-12-07,58,39,30.936234,57.92,42.923965,44.6,31.6,12,1948,07,12-07
BOS,1948-12-08,55,39,32.242744,55.04,42.961674,44.3,31.3,12,1948,08,12-08
BOS,1948-12-09,42,33,24.10503,35.801167,30.581865,44,31,12,1948,09,12-09
BOS,1948-12-10,40,33,23.376213,32.08169,27.553854,43.7,30.7,12,1948,10,12-10
BOS,1948-12-11,37,30,19.031776,30.993484,25.339529,43.4,30.5,12,1948,11,12-11
BOS,1948-12-12,52,33,24.521671,51.98,37.115196,43.1,30.2,12,1948,12,12-12
BOS,1948-12-13,54,45,40.20912,53.96,44.829884,42.9,29.9,12,1948,13,12-13
BOS,1948-12-14,46,29,18.326973,41.892735,29.334105,42.6,29.7,12,1948,14,12-14
BOS,1948-12-15,35,25,13.595031,35.06,23.604286,42.3,29.4,12,1948,15,12-15
BOS,1948-12-16,40,34,24.968575,36.668774,29.83393,42.1,29.1,12,1948,16,12-16
BOS,1948-12-17,44,32,22.001665,36.737083,29.144075,41.8,28.9,12,1948,17,12-17
BOS,1948-12-18,35,26,17.217972,25.89622,20.304083,41.5,28.6,12,1948,18,12-18
BOS,1948-12-19,33,23,13.8087635,21.825943,17.440556,41.3,28.3,12,1948,19,12-19
BOS,1948-12-20,32,24,8.963499,27.420155,18.622458,41,28.1,12,1948,20,12-20
BOS,1948-12-21,34,21,8.5906725,29.73231,19.783876,40.8,27.8,12,1948,21,12-21
BOS,1948-12-22,44,33,23.83122,36.707535,30.418736,40.5,27.6,12,1948,22,12-22
BOS,1948-12-23,40,28,18.10711,33.869186,26.08698,40.3,27.3,12,1948,23,12-23
BOS,1948-12-24,27,14,-3.043056,16.09721,6.8439918,40.1,27.1,12,1948,24,12-24
BOS,1948-12-25,21,11,-4.591777,11.395297,2.5214078,39.8,26.8,12,1948,25,12-25
BOS,1948-12-26,19,7,-13.865505,4.9650316,-5.0139627,39.6,26.6,12,1948,26,12-26
BOS,1948-12-27,28,10,-3.791984,18.002209,7.9672956,39.4,26.3,12,1948,27,12-27
BOS,1948-12-28,40,28,18.002209,36.7137,27.142284,39.2,26.1,12,1948,28,12-28
BOS,1948-12-29,53,27,21.53467,53.06,36.838688,38.9,25.9,12,1948,29,12-29
BOS,1948-12-30,54,46,39.647385,53.96,49.10955,38.7,25.6,12,1948,30,12-30
